Original Text,NULL
In many cases it would have made sense to place the getLicensePlate() method in the Vehicle class where the licensePlate field is located.,"(""getLicensePlate()"", ""The method getLicensePlate() is suggested to be placed in the Vehicle class because it relates to the licensePlate field within that class."", ""Vehicle"")"
"Here is the same instanceof example, but using a Truck object instead of a Car object: Truck truck = new Truck(); Vehicle vehicle = truck; boolean isCar = vehicle instanceof Car; After executing this code the isCar will contain the value false.","(""Truck"", ""Truck is a type of Vehicle, as it is being assigned to a Vehicle reference."", ""Vehicle""); (""Vehicle"", ""The Vehicle reference is checked to see if it is an instance of Car, indicating a relationship between Vehicle and Car."", ""Car"")"
The updateLicensePlate() method sets the license plate value on the licensePlate field in the Car class.,"(""updateLicensePlate"", ""The updateLicensePlate method is defined within the Car class."", ""Car"")"
"The getLicensePlate() method, however, returns the value of the licensePlate field in the Vehicle class.","(""getLicensePlate"", ""The getLicensePlate() method is defined within the Vehicle class."", ""Vehicle"")"
"If you override a method in a subclass, and the method is all of a sudden removed or renamed or have its signature changed in the superclass, the method in the subclass no longer overrides the method in the superclass.","(""Subclass"", ""The method in the subclass overrides the method in the superclass."", ""Method"")"
Here is a Java instanceof example illustrating the comparison of null against a class:,"(""Java"", ""Java is a programming language that uses instanceof as a method for type comparison."", ""instanceof"")"
"That is because it is not the reference type that is compared against the target class or interface, but the actual type of the referenced object.","(""ReferenceType"", ""The reference type is compared against the target class or interface."", ""TargetClass"")"
"A Java interface is a bit like a Java class, except a Java interface can only contain method signatures and fields.","(""Java Interface"", ""A Java interface is similar to a Java class, indicating a relationship between the two concepts."", ""Java Class""); (""Java Interface"", ""A Java interface can contain method signatures, establishing a direct relationship."", ""method signatures"")"
The class does not need to implement (declare) the variables of an interface.,NULL
"You must always create an instance of some class that implements the interface, and reference that instance as an instance of the interface.",NULL
"While it is normally possible for a class to implement multiple interfaces even if the interfaces contain methods with the same signature, this is not possible if one or more of these methods are default methods.","(""Class"", ""A class can implement multiple interfaces."", ""Interfaces""); (""Interfaces"", ""Interfaces contain methods with the same signature."", ""Methods"")"
In both of the above situations the Java compiler requires that the class implementing the interface(s) explicitly implements the method which causes the problem.,"(""Java Compiler"", ""The Java Compiler requires that the class implementing the interface(s) explicitly implements the method."", ""Interface"")"
The implementation in the class takes precedence over any default implementations.,NULL
"Since the return value of produce() is Object, it can return any Java object.",NULL
"Notice how the object returned from the carProducer.produce() method call has to be cast to a Car instance, because the produce() method return type is Object.","(""carProducer"", ""carProducer is the package that contains the produce() method."", ""produce"")"
"As you can see, since the generic type for the CarProducer instance is set to Car, it is no longer necessary to cast the object returned from the produce() method, since the original method declaration in the MyProducer interface states, that this method returns the same type as is specified in the generic type when used.","(""CarProducer"", ""The CarProducer class has a method called produce that is related to its functionality of producing Car instances."", ""produce""); (""MyProducer"", ""The produce method is declared in the MyProducer interface, indicating a direct relationship between the interface and the method."", ""produce"")"
Now the result variable would end up with the value 12.5.,NULL
