Original Text,NULL
"This means, that a class that implements the Java Iterable interface can have its elements iterated.","(""Class"", ""A class implements the Java Iterable interface, indicating a relationship between the two."", ""Java Iterable""); (""Java Iterable"", ""Java Iterable is an interface, indicating a relationship between the two."", ""Interface""); (""Class"", ""A class can implement an interface, indicating a relationship between the two."", ""Interface""); (""Java"", ""Java Iterable is part of the Java package, indicating a relationship between the two."", ""Java Iterable""); (""Java"", ""A class can be part of the Java package, indicating a relationship between the two."", ""Class"")"
"You can iterate the objects of a Java Iterable in three ways: Via the , by obtaining a Java Iterator from the Iterable, or by calling the Java Iterable forEach() method.","(""Iterable"", ""The Iterable and Iterator are related because you can obtain an Iterator from the Iterable."", ""Iterator""); (""Iterable"", ""The Iterable and forEach() method are related because the forEach() method is called on the Iterable."", ""forEach()"")"
"Then it uses a for-each loop to iterate the elements of the List, and print out the toString() value of each element.",NULL
The second way you can iterate the elements of a Java Iterable is by obtaining a Java Iterator from it by calling the Iterable iterator() method.,"(""Iterable"", ""The Iterable class is related to the Iterator class because an Iterator can be obtained from an Iterable by calling the iterator() method."", ""Iterator""); (""Iterable"", ""The Iterable class is related to the iterator() method because the iterator() method is called on an Iterable to obtain an Iterator."", ""iterator()"")"
The third way to iterate the elements of a Java Iterable is via its forEach() method.,NULL
Here is an example of iterating the elements of an Iterable via its forEach() method:,NULL
The Java Iterable interface (java.lang.Iterable) is one of the root interfaces of the Java Collections API.,"(""Iterable"", ""The Iterable interface is part of the Java Collections API"", ""Java Collections API""); (""Iterable"", ""The Iterable interface is defined in the java.lang.Iterable package"", ""java.lang.Iterable"")"
"Therefore, there are several classes in Java that implements the Java Iterable interface.",NULL
You can obtain a Java Spliterator from a Java Iterable via its spliterator() method.,"(""Java Iterable"", ""The Java Iterable and the spliterator() method are related because the spliterator() method is invoked on a Java Iterable to obtain a Java Spliterator."", ""spliterator()""); (""spliterator()"", ""The spliterator() method and the Java Spliterator are related because the spliterator() method returns a Java Spliterator."", ""Java Spliterator"")"
"If you are writing some code that needs to iterate a collection lots of times in a tight loop, let's say iterate a Java List thousands of times per second, iterating the List via the Java for-each loop is slower than iterating the list via a standard for-loop as seen here: () .","(""Java"", ""Java is a class that contains the List class"", ""List""); (""Java"", ""Java is a class that contains the for-each loop method"", ""for-each loop""); (""Java"", ""Java is a class that contains the for-loop method"", ""for-loop""); (""List"", ""The List class can be iterated using the for-each loop method"", ""for-each loop"")"
